Class_Label,lemmatized_tokens
Normal,"['please', 'authorize', 'following', 'product', 'approval', 'customer', 'see', 'physical', 'bom', 'physical', 'monthly', 'index', 'physical', 'physical', 'bom', 'physical', 'monthly', 'index', 'physical', 'index', 'physical', 'physical', 'bom', 'physical', 'monthly', 'index', 'physical', 'physical', 'bom', 'physical', 'monthly', 'index', 'physical', 'please', 'approve', 'forward', 'dale', 'thank']"
Normal,"['call', 'cant', 'get']"
Normal,"['forecast', 'look', 'like', 'need', 'gas', 'swing', 'receipt', 'point']"
Normal,"['griff', 'need', 'provide', 'view', 'id', 'two', 'major', 'publication', 'post', 'monthly', 'please', 'id', 'password', 'following', 'dexter', 'natural', 'gas', 'intelligence', 'inside', 'way', 'critical', 'id', 'sent', 'thanks', 'help']"
Normal,"['please', 'authorize', 'forward', 'tara', 'please', 'set', 'following', 'ability', 'setup', 'manage', 'product', 'stack', 'manager', 'south', 'tory', 'frank', 'note', 'type', 'product', 'trader', 'month', 'physical', 'west', 'also', 'please', 'grant', 'access', 'password', 'enable', 'trader', 'execute', 'book', 'book', 'trade', 'possible', 'restrict', 'execution', 'authority', 'product', 'first', 'month', 'thank']"
Normal,"['mary', 'received', 'message', 'please', 'try']"
Normal,"['received', 'file', 'worked', 'good', 'job']"
Normal,"['mary', 'write', 'stage', 'miss', 'sent', 'maybe', 'mary', 'stalking']"
Normal,"['team', 'please', 'respond', 'stick', 'fir']"
Normal,"['two', 'analyst', 'contact', 'jeff', 'group', 'power', 'trading', 'group', 'first', 'month', 'spoke', 'agreed', 'excellent', 'category', 'dont', 'want', 'go', 'unrepresented', 'since', 'group', 'mid', 'year', 'call', 'west', 'gas', 'trading']"
Normal,['forecast']
Normal,"['outlook', 'migration', 'r', 'jo', 'ann', 'binh', 'chance', 'chuck', 'd', 'm', 'victor', 'c', 'l', 'jeff', 'kyle', 'r', 'maria', 'yuan', 'frank', 'jane', 'm', 'jay', 'mike', 'l', 'torus', 'j', 'h', 'mary', 'mike', 'brad', 'lam', 'anna', 'eric', 'communication', 'grace', 'beth', 'sandy', 'randy', 'cora', 'kirk', 'mark', 'l', 'tammy', 'barry', 'current', 'note', 'user', 'ensure', 'experience', 'successful', 'migration', 'note', 'outlook', 'necessary', 'gather', 'individual', 'user', 'information', 'prior', 'date', 'migration', 'please', 'take', 'minute', 'completely', 'fill', 'following', 'survey', 'double', 'click', 'document', 'put', 'edit', 'mode', 'finish', 'simply', 'click', 'reply', 'history', 'button', 'hit', 'send', 'survey', 'automatically', 'sent', 'outlook', 'migration', 'mailbox', 'thank', 'outlook', 'migration', 'team', 'full', 'name', 'login', 'id', 'extension', 'office', 'location', 'type', 'computer', 'yes', 'type', 'none', 'palm', 'pilot', 'permission', 'access', 'yes', 'anyone', 'permission', 'access', 'yes', 'yes', 'responsible', 'anyone', 'el', 'address', 'book', 'yes', 'anyone', 'else', 'responsible', 'address', 'book', 'yes', 'access', 'calendar', 'yes', 'calendar', 'distribution', 'group', 'mass', 'yes', 'please', 'list', 'please', 'list', 'note', 'application', 'currently', 'use', 'effort', 'plan', 'exact', 'migration', 'also', 'need', 'know', 'normal', 'work', 'hour', 'office', 'near', 'future', 'vacation', 'leave']"
Normal,"['let', 'know', 'get', 'quote', 'pay', 'something', 'range', 'would', 'like', 'see', 'quote', 'description', 'work', 'done', 'understanding', 'rock', 'removed', 'siding', 'getting', 'quote', 'put', 'new', 'rock', 'need', 'clarify', 'ready', 'drop', 'dollar', 'amount', 'release', 'negotiation', 'stall', 'like', 'need', 'go', 'ahead', 'cut', 'utility', 'hopefully', 'thing', 'go', 'smoothly']"
Normal,"['jeff', 'draw', 'release', 'status', 'quote', 'wade']"
Normal,"['send', 'resume', 'believe', 'full', 'round', 'interview', 'trading', 'track', 'may']"
Normal,"['jay', 'summary', 'attached', 'final', 'v']"
Normal,"['guy', 'make', 'sure', 'someone', 'conference', 'call', 'week', 'tara', 'fundamental', 'group', 'recording', 'call', 'every', 'day', 'd', 'western', 'wholesale', 'activity', 'gas', 'power', 'call', 'privileged', 'confidential', 'communication', 'communication', 'attorney', 'work', 'product', 'privilege', 'please', 'forward', 'anyone', 'team', 'want', 'update', 'western', 'wholesale', 'matter', 'also', 'give', 'opportunity', 'raise', 'state', 'matter', 'want', 'discus', 'd', 'ray', 'j', 'alan', 'w', 'donna', 'jeff', 'l', 'd', 'j', 'western', 'wholesale', 'activity', 'gas', 'power', 'call', 'privileged', 'confidential', 'communication', 'communication', 'attorney', 'work', 'product', 'privilege', 'date', 'every', 'time', 'pacific', 'central', 'eastern', 'time', 'number', 'host', 'code', 'participant', 'code', 'everyone', 'else', 'attached', 'table', 'ongoing', 'issue', 'proceeding', 'use', 'tomorrow', 'conference', 'call', 'available', 'team', 'member', 'o', 'drive', 'please', 'feel', 'free', 'update', 'table', 'appropriate', 'agenda', 'tomorrow', 'power', 'discussion', 'market', 'mitigation', 'order', 'el', 'review', 'upcoming', 'filing', 'gas', 'response', 'subpoena', 'upcoming', 'item', 'unable', 'participate', 'call', 'tomorrow', 'senate', 'energy', 'resource', 'committee', 'hearing', 'element', 'market', 'mitigation', 'order']"
Normal,['j']
Normal,"['d', 'western', 'wholesale', 'activity', 'gas', 'power', 'call']"
Normal,"['traveling', 'business', 'meeting', 'take', 'fun', 'trip', 'especially', 'prepare', 'presentation', 'would', 'suggest', 'holding', 'business', 'plan', 'meeting', 'take', 'trip', 'without', 'formal', 'business', 'meeting', 'would', 'even', 'try', 'get', 'honest', 'opinion', 'whether', 'trip', 'even', 'desired', 'necessary', 'far', 'business', 'meeting', 'think', 'would', 'productive', 'try', 'stimulate', 'discussion', 'across', 'different', 'group', 'working', 'often', 'presenter', 'quiet', 'waiting', 'turn', 'meeting', 'might', 'better', 'round', 'table', 'discussion', 'format', 'suggestion', 'go', 'play', 'golf', 'rent', 'ski', 'boat', 'jet', 'ski', 'flying', 'somewhere', 'take', 'much', 'time']"
Normal,"['mike', 'problem', 'west', 'power', 'site', 'please', 'make', 'sure', 'active', 'password', 'thank']"
Normal,"['give', 'update', 'unit', 'mix', 'include', 'bedroom', 'reduced', 'number', 'building', 'flores', 'working', 'construction', 'drawing', 'time', 'construction', 'drawing', 'complete', 'send', 'bid', 'original', 'bid', 'competitive', 'still', 'firm', 'strong', 'local', 'presence', 'contact']"
Normal,"['going', 'conference', 'call', 'type', 'weekly', 'meeting', 'regulatory', 'issue', 'facing', 'week', 'make', 'sure', 'gas', 'desk', 'included']"
Normal,"['survey', 'full', 'name', 'login', 'id', 'p']"
Normal,"['send', 'resume', 'new', 'round', 'trading', 'track', 'interview', 'may']"
Normal,"['outlook', 'migration', 'amir']"
Normal,"['outlook', 'migration', 'amir']"
Normal,"['alan', 'received', 'number', 'call', 'receive']"
Normal,"['alan', 'joe', 'request', 'got']"
Normal,"['alan', 'joe', 'request', 'got']"
Normal,"['authorize', 'access', 'west', 'power', 'site', 'southern', 'basis', 'trader', 'two', 'year', 'contract', 'another', 'note', 'imagination', 'lower', 'forecast', 'discharge', 'may', 'like', 'flow', 'range', 'day', 'near', 'also', 'second', 'half', 'doesnt', 'seem', 'outflow', 'stayed', 'call', 'additional', 'insight', 'thank']"
Normal,"['also', 'speaking', 'brown', 'san', 'general', 'contractor', 'according', 'would', 'pay', 'factory', 'versus', 'panel', 'since', 'site', 'within', 'region', 'assuming', 'true', 'work', 'directly', 'believe', 'sent', 'plan', 'prepared', 'flores', 'architect', 'confirm', 'price', 'direct', 'factory', 'distributor', 'estimate', 'worked', 'please', 'well', 'thank', 'time', 'excited', 'potentially', 'product']"
Normal,"['ray', 'detail', 'gas', 'cost', 'proxy', 'delivery', 'point', 'publication', 'used', 'basically', 'help', 'u', 'get', 'clarification', 'language', 'average', 'daily', 'cost', 'gas', 'delivery', 'point']"
Normal,"['hull', 'resume', 'think', 'would', 'best', 'trading', 'track', 'program', 'please', 'forward', 'resume']"
Normal,"['regarding', 'storage', 'west', 'desk', 'strong', 'need', 'storage', 'always', 'willing', 'show', 'bid', 'based', 'current', 'spread', 'cycling', 'value', 'following', 'assumption', 'made', 'establish', 'bid', 'daily', 'injection', 'capacity', 'daily', 'withdrawal', 'capacity', 'fuel', 'injection', 'variable', 'injection', 'withdrawal', 'fee', 'also', 'undiscounted', 'june', 'spread', 'time', 'bid', 'bid', 'year', 'storage', 'contract', 'beginning', 'june', 'based', 'assumption', 'year', 'demand', 'charge', 'sure', 'exactly', 'need', 'please', 'call', 'comment']"
Normal,"['ray', 'morning', 'commission', 'meeting', 'suspect']"
Normal,"['behind', 'closed', 'door', 'discussion', 'prior', 'meeting', 'potential', 'surprise', 'announcement', 'sort', 'fixed', 'price', 'gas', 'power', 'cap', 'open', 'meeting', 'finally']"
Normal,"['photograph', 'similar', 'house', 'dimension', 'would', 'wide', 'x', 'deep', 'living', 'area', 'addition', 'deep', 'two', 'story', 'porch', 'across', 'entire', 'back', 'across', 'front', 'modification', 'front', 'addition', 'gable', 'across', 'left', 'side', 'living', 'area', 'brought', 'forward', 'gable', 'flush', 'front', 'porch', 'dont', 'floor', 'plan', 'work', 'today', 'bring', 'tomorrow', 'copy']"
Normal,"['eric', 'instruction', 'meeting', 'per', 'phon']"
Normal,"['frank', 'risk', 'san', 'partially', 'set', 'today', 'risk', 'long', 'future', 'position', 'whatever', 'risk', 'prior', 'matter', 'since', 'rest', 'book', 'short', 'price', 'large', 'offset', 'calculation', 'match', 'company', 'true', 'risk', 'need']"
Normal,"['spoke', 'insurance', 'company', 'going', 'cancel', 'prorate', 'policy', 'work', 'issue', 'new', 'policy']"
Normal,"['frank', 'o', 'sell']"
Normal,"['griff', 'need', 'provide', 'view', 'id', 'two', 'major', 'publication', 'post', 'monthly', 'please', 'id', 'password', 'following', 'dexter', 'natural', 'gas', 'intelligence', 'inside', 'way', 'critical', 'id', 'sent', 'thanks', 'help']"
Normal,"['think', 'chad', 'interview']"
Normal,"['send', 'resume', 'believe', 'full', 'round', 'interview', 'trading', 'track', 'may']"
Normal,"['send', 'resume', 'new', 'round', 'trading', 'track', 'interview', 'may']"
Normal,"['hull', 'resume', 'think', 'would', 'best', 'trading', 'track', 'program', 'please', 'forward', 'resume']"
Normal,"['thank', 'meeting', 'left', 'feeling', 'optimistic', 'panel', 'system', 'would', 'like', 'find', 'way', 'incorporate', 'panel', 'home', 'design', 'order', 'make', 'feasible', 'within', 'budget', 'sure', 'take', 'several', 'iteration', 'prospect', 'panel', 'framer', 'install', 'may', 'considered', 'however', 'first', 'choice', 'would', 'general', 'contractor', 'realize', 'receive', 'number', 'call', 'seeking', 'information', 'product', 'little', 'probability', 'sale', 'want', 'assure', 'going', 'build', 'house', 'fall', 'would', 'seriously', 'consider', 'panel', 'system', 'truly', 'slight', 'increase', 'cost', 'stick', 'built', 'please', 'cost', 'estimate', 'complete', 'thank']"
Normal,"['please', 'forward', 'presentation', 'mog', 'presentation', 'trading', 'track', 'aa', 'hi', 'slide', 'assistant', 'copy', 'mog', 'conference', 'new', 'york', 'thanks', 'original', 'message', 'sent', 'presentation', 'trading', 'track', 'aa', 'topic', 'western', 'natural', 'gas', 'market', 'may', 'overhead', 'slide', 'bring', 'handout']"
Normal,"['chad', 'call', 'ted', 'bland', 'trading', 'track', 'program', 'desk', 'trying', 'use', 'program', 'train', 'analyst', 'trader', 'experience', 'help', 'process', 'make', 'risk', 'rotation', 'unnecessary', 'unless', 'dying', 'another', 'rotation', 'risk']"
Normal,"['send', 'money', 'silent', 'second', 'regular', 'mail', 'overnight', 'wire', 'transfer', 'dont', 'see', 'bank', 'make', 'fund', 'available', 'unless', 'wire', 'money', 'need', 'please', 'send', 'wiring', 'instruction']"
Normal,"['topic', 'western', 'natural', 'gas', 'market', 'may', 'overhead', 'slide', 'bring', 'handout']"
Normal,"['thank', 'meeting', 'left', 'feeling', 'optimistic', 'panel', 'system', 'would', 'like', 'find', 'way', 'incorporate', 'panel', 'home', 'design', 'order', 'make', 'feasible', 'within', 'budget', 'sure', 'take', 'several', 'iteration', 'prospect', 'panel', 'framer', 'install', 'may', 'considered', 'however', 'first', 'choice', 'would', 'general', 'contractor', 'realize', 'receive', 'number', 'call', 'seeking', 'information', 'product', 'little', 'probability', 'sale', 'want', 'assure', 'going', 'build', 'house', 'fall', 'would', 'seriously', 'consider', 'panel', 'system', 'truly', 'slight', 'increase', 'cost', 'stick', 'built', 'please', 'cost', 'estimate', 'complete', 'thank']"
Normal,"['trader', 'list', 'wholesale', 'service', 'gas', 'desk', 'trader', 'list', 'name', 'title']"
Normal,"['insurance', 'company', 'central', 'insurance', 'agency', 'n', 'po', 'box', 'policy', 'contact', 'actual', 'policy', 'vista', 'insurance', 'partner', 'please', 'try', 'schedule', 'appraiser', 'sometime', 'dad', 'walk', 'around', 'town', 'else', 'need', 'get', 'done']"
Normal,"['insurance', 'tomorrow']"
Normal,['jeff']
Normal,"['simplistic', 'didnt', 'drop', 'new', 'generation', 'yet', 'even', 'without', 'new', 'plant', 'look', 'like', 'q', 'worse', 'last', 'year', 'take', 'look', 'get', 'back', 'bullish', 'case', 'thanks']"
Normal,"['try', 'get', 'dad', 'take', 'appraiser', 'couple', 'unit', 'let', 'know', 'day', 'time']"
Normal,"['larry', 'sound', 'like', 'almost', 'finished', 'document', 'one', 'item', 'unsure', 'environmental', 'report', 'prepared', 'original', 'purchase', 'yes', 'shouldnt', 'listed', 'asset', 'partnership', 'cost']"
Normal,"['lucy', 'look', 'fine']"
Normal,"['thank', 'bid', 'decided', 'floor', 'plan', 'going', 'architect', 'draw', 'plan', 'help', 'work', 'detailed', 'specification', 'list', 'send', 'detailed', 'plan', 'spec', 'list', 'complete', 'final', 'bid', 'probably', 'early', 'mid', 'june']"
Normal,"['jeff', 'draw', 'release', 'status', 'quote', 'wade']"
Normal,"['still', 'use', 'service']"
Normal,"['north', 'corp', 'swain']"
Normal,"['lucy', 'last', 'th', 'stay', 'th', 'would', 'helpful', 'made', 'commitment', 'understand', 'put', 'give', 'work']"
Normal,"['thanks', 'help']"
Normal,"['jed', 'thanks', 'response']"
Normal,"['jed', 'spread']"
Normal,"['sent', 'last', 'week', 'would', 'san', 'th', 'however', 'going', 'draw', 'plan', 'residence', 'get', 'back', 'touch', 'finished', 'regarding', 'project', 'going', 'work', 'project', 'manager', 'san', 'first', 'development', 'project', 'feel', 'comfortable', 'experience', 'working', 'flores', 'finalize', 'floor', 'plan', 'begin', 'construction', 'drawing', 'bid', 'construction', 'construction', 'estimate', 'still', 'firm', 'possible', 'builder', 'due', 'strong', 'local', 'relationship', 'get', 'back', 'touch', 'made', 'final', 'determination', 'unit', 'mix', 'site', 'plan']"
Normal,"['amount', 'fill', 'blank', 'exhibit', 'b', 'contract', 'outstanding', 'larry', 'appraisal', 'agreed', 'reimburse', 'amount', 'total', 'cash', 'pay', 'seller', 'appraisal', 'engineering', 'find', 'reference', 'cash', 'consideration', 'buyer', 'let', 'know', 'need', 'anything', 'else', 'forward', 'seller', 'executed']"
Normal,"['regarding', 'employment', 'agreement', 'mike', 'declined', 'without', 'counter', 'said', 'would', 'sign', 'cash', 'equity', 'still', 'believe', 'frank', 'receive', 'incentive']"
Normal,"['thanks', 'response', 'think', 'right', 'engaging', 'architect', 'next', 'logical', 'step', 'already', 'sent', 'floor', 'plan', 'got', 'back', 'yesterday', 'first', 'draft', 'took', 'plan', 'going', 'officially', 'engage', 'draw', 'plan', 'work', 'try', 'work', 'detailed', 'specification', 'list', 'also', 'would', 'like', 'visit', 'couple', 'home', 'built', 'speak', 'satisfied', 'home', 'owner', 'san', 'th', 'home', 'near', 'completion', 'could', 'walk', 'day', 'also', 'provide', 'reference', 'plan', 'spec', 'send', 'adjust', 'bid']"
Normal,"['distribution', 'list', 'send', 'trader', 'w', 'gas', 'desk', 'happy', 'hour', 'happy', 'hour', 'please', 'guest', 'invite', 'anyone', 'desk', 'would', 'interested', 'meeting', 'new', 'gas', 'desk', 'team', 'thank', 'jess']"
Normal,"['please', 'forward', 'presentation', 'mog', 'presentation', 'trading', 'track', 'aa', 'hi', 'slide', 'assistant', 'copy', 'mog', 'conference', 'new', 'york', 'thanks', 'original', 'message', 'sent', 'presentation', 'trading', 'track', 'aa', 'topic', 'western', 'natural', 'gas', 'market', 'may', 'overhead', 'slide', 'bring', 'handout']"
Normal,"['asset', 'liability', 'willing', 'assume', 'listed', 'asset', 'land', 'preliminary', 'architecture', 'flores', 'architect', 'preliminary', 'consultant', 'soil', 'engineering', 'testing', 'real', 'estate', 'service', 'liability', 'note', 'outstanding', 'invoice', 'flores', 'additional', 'consideration', 'concession', 'forgive', 'interest', 'due', 'reimburse', 'appraisal', 'partial', 'payment', 'engineer', 'let', 'know', 'need', 'detail']"
Normal,['location']
Normal,"['parking', 'sent', 'brad']"
Normal,[]
Normal,"['office', 'rest', 'week', 'ever', 'seen', 'anyone', 'miss', 'much', 'work', 'last', 'week', 'assure', 'unusual', 'hopefully', 'sign', 'document', 'call', 'cell', 'phone', 'need']"
Normal,"['still', 'number', 'initial', 'thought', 'cost', 'plus', 'contract', 'cap', 'role', 'would', 'play', 'experience', 'd', 'loan', 'although', 'fee', 'lower', 'larry', 'still', 'getting', 'market', 'quote', 'lower', 'yet', 'received', 'estimate', 'structured', 'expense', 'supervision', 'clean', 'equipment', 'overhead', 'profit', 'give', 'initial', 'feedback', 'also', 'attached', 'extremely', 'primitive', 'outline', 'project', 'see', 'even', 'reducing', 'builder', 'fee', 'number', 'project', 'would', 'generate', 'cash', 'flow', 'return', 'low', 'return', 'think', 'need', 'find', 'way', 'get', 'total', 'cost', 'would', 'boost', 'return', 'idea', 'realize', 'offering', 'significant', 'development', 'experience', 'plus', 'local', 'connection', 'service', 'office', 'rest', 'week', 'call', 'early', 'next', 'week']"
Normal,"['picture', 'house', 'mind', 'going', 'simple', 'farmhouse', 'style', 'place', 'acre', 'near', 'point', 'might', 'obvious', 'plan', 'double', 'porch', 'across', 'back', 'like', 'front', 'dormer', 'metal', 'roof', 'bath', 'stair', 'overall', 'dimension', 'looking', 'little', 'design', 'help', 'kitchen', 'cabinet', 'maybe', 'different', 'shaped', 'island', 'way', 'enlarge', 'pantry', 'find', 'way', 'make', 'exterior', 'attractive', 'want', 'keep', 'simple', 'roof', 'line', 'avoid', 'leak', 'thinking', 'left', 'side', 'forward', 'front', 'house', 'place', 'gable', 'front', 'might', 'look', 'good', 'exterior', 'stone', 'stucco', 'also', 'front', 'porch', 'would', 'smaller', 'bid', 'builder', 'around', 'ready', 'go', 'ahead', 'plan', 'done', 'spec', 'finishing', 'choose', 'builder', 'give', 'opportunity', 'work', 'alternative', 'thought', 'since', 'detailed', 'sketch', 'might', 'consider', 'job']"
Normal,"['mail', 'picture']"
Normal,"['mail', 'transcript', 'session']"
Normal,"['picture', 'house', 'mind', 'going', 'simple', 'farmhouse', 'style', 'place', 'acre', 'near', 'point', 'might', 'obvious', 'plan', 'double', 'porch', 'across', 'back', 'like', 'front', 'dormer', 'metal', 'roof', 'bath', 'stair', 'overall', 'dimension', 'looking', 'little', 'design', 'help', 'kitchen', 'cabinet', 'maybe', 'different', 'shaped', 'island', 'way', 'enlarge', 'pantry', 'find', 'way', 'make', 'exterior', 'attractive', 'want', 'keep', 'simple', 'roof', 'line', 'avoid', 'leak', 'thinking', 'left', 'side', 'forward', 'front', 'house', 'place', 'gable', 'front', 'might', 'look', 'good', 'exterior', 'stone', 'stucco', 'also', 'front', 'porch', 'would', 'smaller', 'bid', 'builder', 'around', 'ready', 'go', 'ahead', 'plan', 'done', 'spec', 'finishing', 'choose', 'builder', 'give', 'opportunity', 'work', 'alternative', 'thought', 'since', 'detailed', 'sketch', 'might', 'consider', 'job']"
Normal,"['chad', 'call', 'ted', 'bland', 'trading', 'track', 'program', 'desk', 'trying', 'use', 'program', 'train', 'analyst', 'trader', 'experience', 'help', 'process', 'make', 'risk', 'rotation', 'unnecessary', 'unless', 'dying', 'another', 'rotation', 'risk']"
Normal,['problem']
Normal,"['thank', 'quick', 'response', 'bid', 'residence', 'list', 'question', 'spec', 'framing', 'lumber', 'yellow', 'pine', 'wouldnt', 'fir', 'spruce', 'warp', 'cost', 'type', 'floor', 'joist', 'would', 'used', 'x', 'sort', 'factory', 'joist', 'type', 'roof', 'framing', 'site', 'built', 'rafter', 'truss', 'insulation', 'floor', 'dampen', 'sound', 'type', 'insulation', 'floor', 'ceiling', 'blown', 'cellulose', 'ridge', 'vent', 'power', 'turbine', 'bid', 'interior', 'window', 'trim', 'side', 'didnt', 'know', 'difference', 'apron', 'stool', 'anything', 'special', 'upstairs', 'tile', 'floor', 'prevent', 'cracking', 'double', 'plywood', 'board', 'underlay', 'stair', 'allow', 'bannister', 'thinking', 'partial', 'one', 'iron', 'foot', 'label', 'plan', 'intending', 'bath', 'stair', 'pedestal', 'sink', 'would', 'probably', 'work', 'undermount', 'sink', 'different', 'drop', 'in', 'thinking', 'undermount', 'stainless', 'kitchen', 'undermount', 'cast', 'iron', 'bath', 'unit', 'assuming', 'sound', 'indoors', 'outdoors', 'door', 'drawer', 'pull', 'cabinet', 'bath', 'cabinet', 'exterior', 'porch', 'included', 'bid', 'cedar', 'decking', 'upstairs', 'iron', 'railing', 'type', 'construction', 'contract', 'would', 'use', 'fixed', 'price', 'except', 'change', 'order', 'want', 'get', 'painfully', 'detailed', 'spec', 'make', 'decision', 'start', 'think', 'ready', 'get', 'plan', 'drawn', 'going', 'call', 'see', 'setting', 'design', 'meeting', 'see', 'like', 'idea']"
Normal,"['larry', 'sent', 'document', 'review', 'dropping', 'line', 'confirm', 'seen']"
Normal,"['would', 'new', 'consulting', 'agreement', 'engineer', 'architect', 'sent', 'agreement', 'payment', 'larry', 'made', 'architect', 'written', 'personal', 'check', 'amount', 'architect', 'engineer', 'wondering', 'prior', 'work', 'even', 'need', 'listed', 'asset', 'partnership', 'would', 'like', 'agreement', 'consultant', 'partnership', 'wait', 'partnership', 'sign', 'name', 'partnership', 'let', 'know', 'think']"
Normal,[]
Normal,[]
Normal,"['comment', 'question', 'cost', 'estimate', 'cost', 'per', 'square', 'foot', 'seem', 'low', 'construction', 'rentable', 'cost', 'general', 'requirement', 'represent', 'review', 'builder', 'profit', 'fee', 'overhead', 'profit', 'profit', 'architect', 'fee', 'thought', 'would', 'profit', 'allowance', 'developer', 'profit', 'boost', 'loan', 'amount', 'real', 'cost', 'total', 'application', 'cost', 'high', 'point', 'much', 'sunk', 'cost', 'decline', 'u', 'one', 'point', 'loan', 'status', 'operating', 'pro', 'back', 'envelope', 'put', 'assuming', 'vacancy', 'expense', 'debt', 'service', 'would', 'leave', 'coverage', 'would', 'talk', 'afternoon']"
Normal,"['please', 'provide', 'temporary', 'id', 'dexter', 'access', 'hi', 'time', 'month', 'could', 'kind', 'thanks', 'dexter', 'dexter', 'executive', 'publisher', 'intelligence', 'press', 'drive', 'suite', 'sterling', 'wrote', 'dexter', 'receive', 'guest', 'id', 'shortly']"
